2018-03-27 14:40:30, 0, 70
2018-03-27 14:40:40, 0, 131
2018-03-27 14:40:44, 0, 162
2018-03-27 14:40:55, 0, 229
2018-03-27 14:40:55, 0, 249
2018-03-27 14:40:56, 0, 272
2018-03-27 14:40:58, 0, 280
2018-03-27 14:41:01, 0, 112
2018-03-27 14:41:02, -1, 310
2018-03-27 14:41:51, 0, 98
2018-03-27 14:41:53, 0, 124
2018-03-27 14:42:01, 0, 240
2018-03-27 14:42:01, 0, 249
2018-03-27 14:42:07, -1, 281
2018-03-27 14:42:07, 0, 270
2018-03-27 14:42:12, -1, 317
2018-03-27 14:42:16, -1, 329
2018-03-27 14:43:33, 0, 13
2018-03-27 14:43:35, 0, 44
2018-03-27 14:43:38, 0, 96
2018-03-27 14:43:39, 0, 112
2018-03-27 14:43:39, 0, 124
2018-03-27 14:43:41, 0, 132
2018-03-27 14:43:43, 0, 152
2018-03-27 14:43:45, 0, 175
2018-03-27 14:43:47, 0, 194
2018-03-27 14:43:48, 0, 200
2018-03-27 14:43:49, 0, 213
2018-03-27 14:43:53, 0, 139
2018-03-27 14:43:56, 0, 268
2018-03-27 14:43:57, -1, 289
2018-03-27 14:44:02, 0, 105
2018-03-27 14:44:04, -1, 323
2018-03-27 14:44:04, 0, 120
2018-03-27 14:44:07, -1, 284
2018-03-27 14:44:17, -2, 383
2018-03-27 14:44:27, 0, 65
2018-03-27 14:44:28, 0, 89
2018-03-27 14:44:39, -2, 270
2018-03-27 14:44:59, -3, 429
2018-03-27 14:44:59, -3, 444
2018-03-27 14:45:14, -3, 241
2018-03-27 14:46:11, -4, 483
2018-03-27 14:46:10, -5, 510
2018-03-27 14:46:43, -4, 262
2018-03-27 14:50:18, 0, 13
2018-03-27 14:50:20, 0, 25
2018-03-27 14:50:24, 0, 116
2018-03-27 14:50:25, 0, 111
2018-03-27 14:50:29, 0, 156
2018-03-27 14:50:31, 0, 186
2018-03-27 14:50:39, 0, 280
2018-03-27 14:50:41, -1, 287
2018-03-27 14:50:41, 0, 273
2018-03-27 14:50:44, -1, 303
2018-03-27 14:50:50, -1, 232
2018-03-29 17:25:06, 0, 12
2018-03-29 17:25:08, 0, 34
2018-03-29 17:25:08, 0, 58
2018-03-29 17:25:08, 0, 58
2018-03-29 17:25:10, 0, 93
2018-03-29 17:26:26, 0, 12
2018-03-29 17:26:28, 0, 67
2018-03-29 17:26:29, 0, 93
2018-03-29 17:26:29, 0, 95
2018-03-29 17:26:30, 0, 116
2018-03-29 17:26:30, 0, 113
2018-03-29 17:26:30, 0, 121
2018-03-29 17:26:31, 0, 124
2018-03-29 17:26:32, 0, 127
2018-03-29 17:26:34, 0, 193
2018-03-29 17:26:34, 0, 219
2018-03-29 17:26:37, 0, 285
2018-03-29 17:26:38, 0, 280
2018-03-29 17:26:39, 0, 293
2018-03-29 17:26:40, 0, 165
2018-03-29 17:26:40, 0, 328
2018-03-29 17:26:42, 0, 232
2018-03-29 17:26:43, 0, 247
2018-03-29 17:26:44, 0, 355
2018-03-29 17:26:44, 0, 390
2018-03-29 17:26:47, 0, 424
2018-03-29 17:26:47, 0, 433
2018-03-29 17:26:47, 0, 427
2018-03-29 17:26:49, 0, 459
2018-03-29 17:26:51, 0, 100
2018-03-29 17:26:53, 0, 299
2018-03-29 17:26:54, 0, 193
2018-03-29 17:26:57, 0, 162
2018-03-29 17:26:58, 0, 456
2018-03-29 17:26:58, 0, 538
2018-03-29 17:26:58, 0, 548
2018-03-29 17:26:59, 0, 465
2018-03-29 17:27:01, 0, 577
2018-03-29 17:27:01, 0, 257
2018-03-29 17:27:02, 0, 29
2018-03-29 17:27:11, 0, 209
2018-03-29 17:27:11, 0, 203
2018-03-29 17:27:16, 0, 87
2018-03-29 17:27:16, 0, 789
2018-03-29 17:27:17, 0, 817
2018-03-29 17:27:17, 0, 845
2018-03-29 17:27:17, 0, 480
2018-03-29 17:27:22, 0, 131
2018-03-29 17:27:25, 0, 327
2018-03-29 17:27:25, 0, 912
2018-03-29 17:27:32, 0, 528
2018-03-29 17:27:32, 0, 793
2018-03-29 17:27:34, 0, 722
2018-03-29 17:27:36, 0, 153
2018-03-29 17:27:39, 0, 641
2018-03-29 17:27:42, 0, 807
2018-03-29 17:27:52, 0, 231
2018-03-29 17:27:53, 0, 160
2018-03-29 17:27:53, 0, 362
2018-03-29 17:27:54, 0, 610
2018-03-29 17:27:54, 0, 1162
2018-03-29 17:27:55, 0, 673
2018-03-29 17:27:57, 0, 953
2018-03-29 17:28:01, 0, 365
2018-03-29 17:28:01, 0, 863
2018-03-29 17:28:19, 0, 100
2018-03-29 17:28:28, 0, 351
2018-03-29 17:28:29, 0, 566
2018-03-29 17:28:30, 0, 223
2018-03-29 17:28:31, 0, 11
2018-03-29 17:28:31, 0, 218
2018-03-29 17:28:33, 0, 15
2018-03-29 17:28:33, 0, 1421
2018-03-29 17:28:42, 0, 189
2018-03-29 17:28:46, 0, 293
2018-03-29 17:28:56, 0, 694
2018-03-29 17:28:59, 0, 972
2018-03-29 17:29:00, 0, 1435
2018-03-29 17:29:07, 0, 617
2018-03-29 17:29:16, 0, 323
2018-03-29 17:29:16, 0, 159
2018-03-29 17:29:16, 0, 1604
2018-03-29 17:29:17, 0, 720
2018-03-29 17:29:27, 0, 1033
2018-03-29 17:35:08, 0, 12
2018-03-29 17:35:12, 0, 111
2018-03-29 17:35:12, 0, 107
2018-03-29 17:35:12, 0, 140
2018-03-29 17:35:13, 0, 142
2018-03-29 17:35:14, 0, 137
