2018-04-01 17:38:11, 0, 93
2018-04-01 17:38:12, 0, 121
2018-04-01 17:38:12, 0, 151
2018-04-01 17:38:13, 0, 203
2018-04-01 17:38:13, 0, 208
2018-04-01 17:38:13, 0, 251
2018-04-01 17:38:14, 0, 190
2018-04-01 17:38:15, 0, 384
2018-04-01 17:38:15, 0, 336
2018-04-01 17:38:16, 0, 65
2018-04-01 17:39:39, 0, 114
2018-04-01 17:39:39, 0, 118
2018-04-01 17:39:39, 0, 136
2018-04-01 17:40:03, 0, 160
2018-04-01 17:40:04, 0, 163
2018-04-01 17:43:14, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:15, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:16, -5, 1213
2018-04-01 17:43:17, -5, 1227
2018-04-01 17:43:17, -5, 1227
2018-04-01 17:43:17, -5, 1234
2018-04-01 17:43:17, -5, 1251
2018-04-01 17:43:20, -6, 1510
2018-04-01 17:43:20, -6, 1510
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
2018-04-01 17:43:34, -6, 1487
